step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
13,CASH_OUT,190357.23,C1000137,15936.69,0.0,C1000744,38552.24,38552.24,1,0
13,PAYMENT,267.07,C1000342,4437.63,4170.56,M2000178,390754.99,391022.06,0,0
14,CASH_OUT,12.68,C1001012,23091.94,23079.26,C1001225,2881.8,2894.48,0,0
14,CASH_IN,129.9,M2000008,56288.0,56158.1,C1001479,34762.22,34892.12,0,0
14,TRANSFER,595.32,C1001293,31057.96,30462.64,C1000183,23768.96,24364.28,0,0
14,PAYMENT,112.41,C1000346,13915.24,13802.83,M2000184,395518.64,395631.05,0,0
14,TRANSFER,237.22,C1001091,29458.95,29221.73,C1001307,8281.55,8518.77,0,0
14,CASH_OUT,634.66,C1000386,24268.15,23633.49,C1001444,23855.96,24490.62,0,0
14,TRANSFER,7140.78,C1000094,2613.25,0.0,C1000149,317923.82,317923.82,1,0
15,TRANSFER,237.11,C1000385,41148.32,40911.21,C1001475,23925.47,24162.58,0,0
15,PAYMENT,266.04,C1000302,33557.73,33291.69,M2000161,125846.86,126112.9,0,0
15,TRANSFER,16728.3,C1000300,39696.07,0.0,C1000193,324677.14,324677.14,1,0
16,CASH_OUT,682.31,C1000058,5133.0,4450.69,C1001347,35775.46,36457.77,0,0
16,PAYMENT,107.69,C1001178,78.33,0,M2000174,82029.52,82137.21,0,0
16,TRANSFER,398.17,C1000196,10366.31,9968.14,C1001148,10537.43,10935.6,0,0
16,CASH_OUT,557.93,C1001406,34519.94,33962.01,C1000040,20529.31,21087.24,0,0
16,TRANSFER,26948.58,C1000218,873.2,0,C1000473,37811.57,37811.57,1,0
17,CASH_IN,1324.35,M2000297,418089.73,416765.38,C1001387,3544.44,4868.79,0,0
17,DEBIT,886.26,C1000050,28725.15,27838.89,M2000199,204025.22,204911.48,0,0
17,PAYMENT,214.37,C1000721,22757.28,22542.91,M2000122,321349.11,321563.48,0,0
17,CASH_IN,53.9,M2000113,256070.63,256016.73,C1000525,14621.11,14675.01,0,0
17,CASH_IN,1184.6,M2000289,227100.84,225916.24,C1001297,27086.37,28270.97,0,0
18,PAYMENT,387.8,C1000664,5422.52,5034.72,M2000223,148304.0,148691.8,0,0
18,CASH_OUT,23424.99,C1000473,37811.57,0.0,C1001083,7096.08,30521.07,1,0
19,CASH_IN,24.6,M2000294,472827.45,472802.85,C1000783,38929.66,38954.26,0,0
19,PAYMENT,28.59,C1000520,37745.98,37717.39,M2000006,222921.03,222949.62,0,0
19,PAYMENT,322.63,C1000372,25160.7,24838.07,M2000243,29535.19,29857.82,0,0
20,TRANSFER,95.79,C1000129,31204.59,31108.8,C1000210,23535.02,23630.81,0,0
20,TRANSFER,2936.37,C1001213,38112.67,35176.3,C1000870,47462.59,50398.96,0,0
20,CASH_IN,105.95,M2000272,265260.12,265154.17,C1000163,37877.57,37983.52,0,0
21,TRANSFER,211035.04,C1001218,14738.61,0.0,C1000474,23955.99,234991.03,1,1
21,PAYMENT,553.34,C1001391,33861.45,33308.11,M2000017,36168.62,36721.96,0,0
21,PAYMENT,1543.67,C1000229,25307.52,23763.85,M2000113,256376.76,257920.43,0,0
21,CASH_IN,1262.08,M2000064,78299.85,77037.77,C1000773,15344.61,16606.69,0,0
21,CASH_OUT,117.08,C1001056,36978.37,36861.29,C1000520,37628.9,37745.98,0,0
21,CASH_OUT,437.91,C1001095,24896.16,24458.25,C1000435,36101.65,36539.56,0,0
21,TRANSFER,11443.08,C1000808,24387.53,0.0,C1000850,1761.25,1761.25,1,0
22,PAYMENT,515.23,C1000012,11443.55,10928.32,M2000171,78928.18,79443.41,0,0
22,PAYMENT,1228.08,C1000579,45639.31,44411.23,M2000239,176033.16,177261.24,0,0
22,PAYMENT,495.6,C1001177,35047.55,34551.95,M2000219,238105.96,238601.56,0,0
22,CASH_OUT,361.9,C1000272,25653.73,25291.83,C1000903,7774.13,8136.03,0,0
22,CASH_IN,94.57,M2000017,38810.97,38716.4,C1001390,32409.47,32504.04,0,0
22,PAYMENT,235.38,C1001257,5149.73,4914.35,M2000238,425581.81,425817.19,0,0
22,DEBIT,412.36,C1001472,4943.71,4531.35,M2000252,360091.75,360504.11,0,0
22,PAYMENT,310.05,C1001285,9614.03,9303.98,M2000056,92753.07,93063.12,0,0
23,PAYMENT,974.87,C1001197,40939.41,39964.54,M2000063,441994.71,442969.58,0,0
23,CASH_OUT,463.11,C1000488,10910.08,10446.97,C1000954,32058.89,32522.0,0,0
23,TRANSFER,367.18,C1000827,12110.94,11743.76,C1000688,21010.06,21377.24,0,0
23,CASH_IN,615.19,M2000286,206517.01,205901.82,C1000245,43703.88,44319.07,0,0
23,TRANSFER,303.05,C1000127,10272.68,9969.63,C1000774,35770.94,36073.99,0,0
23,CASH_OUT,381.95,C1000333,22076.16,21694.21,C1000967,9770.17,10152.12,0,0
24,CASH_OUT,864.44,C1001158,42155.27,41290.83,C1001340,6648.67,7513.11,0,0
24,CASH_OUT,193.17,C1000427,4831.06,4637.89,C1000489,30185.41,30378.58,0,0
24,CASH_IN,1332.13,M2000177,278791.52,277459.39,C1001139,47965.48,49297.61,0,0
24,PAYMENT,358.97,C1000929,45535.67,45176.7,M2000192,294807.09,295166.06,0,0
24,PAYMENT,1421.62,C1001432,31356.51,29934.89,M2000105,461162.44,462584.06,0,0
24,CASH_OUT,1208.1,C1000689,14899.36,13691.26,C1000278,46426.56,47634.66,0,0
24,PAYMENT,857.87,C1000708,26622.32,25764.45,M2000193,15668.68,16526.55,0,0
25,PAYMENT,335.68,C1001164,46969.89,46634.21,M2000017,35832.94,36168.62,0,0
25,CASH_OUT,13022.85,C1000663,15462.19,0.0,C1001257,4086.8,4086.8,1,0
26,CASH_OUT,304.43,C1001019,18803.52,18499.09,C1001499,49949.81,50254.24,0,0
26,CASH_IN,1490.88,M2000256,56624.08,55133.2,C1001311,14054.12,15545.0,0,0
26,TRANSFER,79.27,C1000316,14793.47,14714.2,C1000881,40085.07,40164.34,0,0
26,CASH_OUT,470.84,C1000051,39737.8,39266.96,C1000588,11977.1,12447.94,0,0
26,PAYMENT,212.26,C1001148,10634.74,10422.48,M2000280,378026.57,378238.83,0,0
26,TRANSFER,175.35,C1000051,39266.96,39091.61,C1000324,40567.01,40742.36,0,0
27,TRANSFER,339.54,C1001271,6780.59,6441.05,C1001205,39319.23,39658.77,0,0
27,CASH_OUT,50000.0,C1000369,210.96,0.0,C1000321,39579.34,89579.34,1,0
28,PAYMENT,204.95,C1000895,977.14,772.19,M2000221,164039.02,164243.97,0,0
28,CASH_IN,554.56,M2000026,258694.58,258140.02,C1000999,43738.25,44292.81,0,0
28,PAYMENT,1127.27,C1000849,12813.04,11685.77,M2000044,49174.5,50301.77,0,0
28,PAYMENT,225.78,C1001223,5365.83,5140.05,M2000231,462808.66,463034.44,0,0
29,PAYMENT,567.84,C1000585,37067.89,36500.05,M2000128,308384.62,308952.46,0,0
29,CASH_IN,1097.55,M2000068,101917.98,100820.43,C1000894,20996.96,22094.51,0,0
29,PAYMENT,198.6,C1001240,51381.35,51182.75,M2000230,117920.75,118119.35,0,0
30,TRANSFER,986.22,C1001218,14738.61,13752.39,C1001354,33224.61,34210.83,0,0
30,CASH_IN,561.92,M2000105,461724.36,461162.44,C1000596,25484.41,26046.33,0,0
30,DEBIT,91.57,C1000219,40814.69,40723.12,M2000117,34535.56,34627.13,0,0
30,PAYMENT,196.5,C1001252,24641.35,24444.85,M2000086,87527.69,87724.19,0,0
31,PAYMENT,796.53,C1000726,8698.87,7902.34,M2000156,487210.35,488006.88,0,0
31,PAYMENT,997.35,C1000203,23196.86,22199.51,M2000193,15467.64,16464.99,0,0
31,PAYMENT,777.89,C1000253,3276.5,2498.61,M2000227,438156.22,438934.11,0,0
31,PAYMENT,808.69,C1000168,10624.6,9815.91,M2000252,358574.36,359383.05,0,0
31,TRANSFER,55.71,C1001111,23664.67,23608.96,C1001063,0,55.71,0,0
32,CASH_OUT,153.09,C1000178,36294.83,36141.74,C1000351,45813.62,45966.71,0,0
32,PAYMENT,451.54,C1000613,10895.24,10443.7,M2000294,472706.88,473158.42,0,0
32,TRANSFER,339.27,C1000605,14270.68,13931.41,C1000210,23630.81,23970.08,0,0
32,PAYMENT,521.86,C1001339,8681.93,8160.07,M2000064,77960.96,78482.82,0,0
32,PAYMENT,520.78,C1000311,17984.06,17463.28,M2000256,55133.2,55653.98,0,0
32,CASH_OUT,82.21,C1000170,38460.81,38378.6,C1001091,28763.9,28846.11,0,0
33,PAYMENT,440.11,C1000087,49330.12,48890.01,M2000084,500594.65,501034.76,0,0
33,TRANSFER,2318.45,C1001384,31883.35,29564.9,C1000670,712.91,3031.36,0,0
34,PAYMENT,41.03,C1001053,43579.68,43538.65,M2000192,294766.06,294807.09,0,0
34,CASH_IN,491.52,M2000147,331143.21,330651.69,C1000095,41815.4,42306.92,0,0
34,CASH_IN,140.55,M2000292,451519.04,451378.49,C1001158,41835.52,41976.07,0,0
34,DEBIT,435.35,C1000356,47657.07,47221.72,M2000183,195718.44,196153.79,0,0
35,CASH_OUT,581.37,C1000231,13814.72,13233.35,C1000331,20594.42,21175.79,0,0
35,CASH_OUT,163.44,C1000429,43649.53,43486.09,C1000067,36885.93,37049.37,0,0
35,CASH_OUT,100.08,C1000406,16521.78,16421.7,C1000452,40050.11,40150.19,0,0
35,CASH_OUT,293848.12,C1000836,12747.29,0,C1001347,37544.23,37544.23,1,1
36,CASH_OUT,192.14,C1001383,30893.11,30700.97,C1000767,17909.14,18101.28,0,0
37,CASH_IN,26.9,M2000013,460447.1,460420.2,C1001157,46260.01,46286.91,0,0
38,PAYMENT,520.77,C1001328,42790.28,42269.51,M2000281,297422.5,297943.27,0,0
38,TRANSFER,1499.39,C1000848,43038.1,41538.71,C1000270,9062.95,10562.34,0,0
39,PAYMENT,448.95,C1000296,7058.46,6609.51,M2000168,385101.08,385550.03,0,0
39,TRANSFER,799.19,C1001393,6367.71,5568.52,C1001052,49820.56,50619.75,0,0
39,PAYMENT,720.62,C1001379,8415.38,7694.76,M2000060,63721.57,64442.19,0,0
39,CASH_OUT,1391.32,C1001392,32032.83,30641.51,C1000475,37883.11,39274.43,0,0
39,PAYMENT,128.48,C1000938,39826.58,39698.1,M2000215,465421.24,465549.72,0,0
40,CASH_OUT,307.7,C1000553,37315.77,37008.07,C1000632,21547.39,21855.09,0,0
40,PAYMENT,596.89,C1001146,45542.96,44946.07,M2000016,135645.11,136242.0,0,0
40,PAYMENT,383.83,C1001042,23174.03,22790.2,M2000237,77053.43,77437.26,0,0
40,PAYMENT,611.38,C1000479,20118.3,19506.92,M2000064,77037.77,77649.15,0,0
40,CASH_OUT,425.07,C1000129,31108.8,30683.73,C1001255,6619.28,7044.35,0,0
41,PAYMENT,636.57,C1001247,46945.32,46308.75,M2000112,283169.57,283806.14,0,0
41,DEBIT,462.25,C1001125,7741.61,7279.36,M2000242,28259.01,28721.26,0,0
41,CASH_IN,1614.27,M2000017,38136.99,36522.72,C1001254,28282.1,29896.37,0,0
41,TRANSFER,128.33,C1000383,11863.53,11735.2,C1000520,37500.57,37628.9,0,0
41,TRANSFER,367.26,C1000747,2307.73,1940.47,C1001231,20499.87,20867.13,0,0
41,CASH_OUT,2041.77,C1000321,42277.42,40235.65,C1000390,41930.92,43972.69,0,0
41,TRANSFER,284.85,C1000811,10879.89,10595.04,C1001249,8784.84,9069.69,0,0
41,TRANSFER,397.25,C1000384,10715.55,10318.3,C1000846,23996.16,24393.41,0,0
41,TRANSFER,42216.94,C1001333,25972.14,0.0,C1001494,18139.18,60356.12,1,0
42,PAYMENT,2792.33,C1000777,47351.14,44558.81,M2000068,100820.43,103612.76,0,0
42,PAYMENT,711.35,C1000173,23648.05,22936.7,M2000099,69460.26,70171.61,0,0
42,CASH_IN,168.35,M2000065,163906.99,163738.64,C1000650,42289.73,42458.08,0,0
42,CASH_OUT,449.59,C1001297,30343.31,29893.72,C1001331,32283.55,32733.14,0,0
42,CASH_IN,271.18,M2000286,206788.19,206517.01,C1000029,38115.63,38386.81,0,0
43,PAYMENT,198.2,C1000141,24191.79,23993.59,M2000022,491488.38,491686.58,0,0
43,PAYMENT,46.37,C1001290,13740.4,13694.03,M2000062,16578.97,16625.34,0,0
43,CASH_IN,1121.06,M2000249,435775.42,434654.36,C1000878,25033.45,26154.51,0,0
43,CASH_IN,719.21,M2000008,58458.28,57739.07,C1000031,46396.41,47115.62,0,0
43,DEBIT,191.06,C1001300,46828.0,46636.94,M2000152,24818.91,25009.97,0,0
43,TRANSFER,283.09,C1001067,3030.85,2747.76,C1000116,11433.7,11716.79,0,0
44,CASH_OUT,1949.73,C1001178,2028.06,78.33,C1000714,46135.22,48084.95,0,0
44,PAYMENT,241.91,C1001063,2864.93,2623.02,M2000284,242004.4,242246.31,0,0
44,TRANSFER,1120.66,C1000010,29484.3,28363.64,C1001156,46794.72,47915.38,0,0
44,PAYMENT,422.95,C1001015,23275.3,22852.35,M2000036,207894.47,208317.42,0,0
44,CASH_OUT,351.83,C1001196,2176.1,1824.27,C1000557,33267.92,33619.75,0,0
44,PAYMENT,2144.56,C1000575,30938.25,28793.69,M2000144,175548.27,177692.83,0,0
44,PAYMENT,123.22,C1000552,45526.94,45403.72,M2000169,396326.35,396449.57,0,0
45,TRANSFER,56.25,C1000181,4486.64,4430.39,C1000414,17098.97,17155.22,0,0
45,PAYMENT,281.57,C1000568,19680.85,19399.28,M2000257,460653.11,460934.68,0,0
45,CASH_IN,2038.77,M2000234,229227.71,227188.94,C1001409,7740.04,9778.81,0,0
45,PAYMENT,39.18,C1001017,35283.57,35244.39,M2000142,149039.17,149078.35,0,0
46,CASH_IN,638.19,M2000066,359416.92,358778.73,C1000058,4752.8,5390.99,0,0
46,CASH_OUT,226.68,C1001173,5259.23,5032.55,C1000052,41854.95,42081.63,0,0
47,CASH_OUT,85.16,C1000691,34943.23,34858.07,C1000357,13463.82,13548.98,0,0
47,CASH_IN,338.45,M2000262,135748.4,135409.95,C1001446,10721.26,11059.71,0,0
48,CASH_IN,617.6,M2000096,493779.27,493161.67,C1000295,13028.84,13646.44,0,0
48,CASH_IN,169.73,M2000141,237545.49,237375.76,C1000729,24461.45,24631.18,0,0
48,PAYMENT,1078.51,C1000057,3903.77,2825.26,M2000050,344886.03,345964.54,0,0
48,CASH_OUT,1236.64,C1001030,36122.37,34885.73,C1000019,34330.21,35566.85,0,0
49,DEBIT,254.41,C1001327,12493.07,12238.66,M2000080,210452.0,210706.41,0,0
49,PAYMENT,196.98,C1001060,31468.09,31271.11,M2000110,382641.93,382838.91,0,0
49,PAYMENT,1154.75,C1001081,20650.11,19495.36,M2000008,57506.81,58661.56,0,0
49,CASH_OUT,1042.99,C1001024,16427.66,15384.67,C1000155,44349.29,45392.28,0,0
49,CASH_OUT,100000.0,C1001278,43320.36,0.0,C1001439,27245.29,27245.29,1,0
49,TRANSFER,100.78,C1001328,41900.17,41799.39,C1000377,34178.04,34278.82,0,0
50,CASH_IN,1574.29,M2000082,343181.75,341607.46,C1000663,14311.02,15885.31,0,0
50,PAYMENT,3534.7,C1000396,33428.77,29894.07,M2000207,54851.93,58386.63,0,0
50,PAYMENT,401.65,C1000869,36579.89,36178.24,M2000296,86831.23,87232.88,0,0
50,PAYMENT,1125.87,C1000459,47391.89,46266.02,M2000238,423514.18,424640.05,0,0
50,CASH_IN,1305.05,M2000186,496148.14,494843.09,C1000388,49477.18,50782.23,0,0
50,CASH_OUT,80.29,C1001033,19565.5,19485.21,C1001472,4802.35,4882.64,0,0
50,CASH_OUT,178.37,C1001065,32581.26,32402.89,C1001128,26922.72,27101.09,0,0
51,CASH_IN,257.63,M2000112,285226.45,284968.82,C1000145,47743.46,48001.09,0,0
51,CASH_IN,208.11,M2000085,335212.71,335004.6,C1000404,13817.32,14025.43,0,0
51,CASH_IN,180.19,M2000299,310832.6,310652.41,C1001304,7012.16,7192.35,0,0
51,DEBIT,321.62,C1001385,10557.33,10235.71,M2000086,87206.07,87527.69,0,0
51,PAYMENT,680.89,C1000309,4827.79,4146.9,M2000293,240005.92,240686.81,0,0
51,CASH_IN,369.35,M2000294,481109.91,480740.56,C1001348,8020.1,8389.45,0,0
51,CASH_IN,232.37,M2000063,443238.87,443006.5,C1000462,3263.58,3495.95,0,0
52,CASH_IN,68.72,M2000288,196822.54,196753.82,C1001435,8061.28,8130.0,0,0
52,CASH_IN,2253.27,M2000284,242656.42,240403.15,C1000172,38260.51,40513.78,0,0
52,CASH_OUT,51.58,C1000494,6740.4,6688.82,C1000366,40119.86,40171.44,0,0
52,TRANSFER,382.37,C1001338,12117.71,11735.34,C1000885,32637.03,33019.4,0,0
52,CASH_OUT,200000.0,C1000837,8671.65,0,C1000147,34407.54,34407.54,1,0
52,PAYMENT,616.95,C1001104,33280.55,32663.6,M2000227,439012.7,439629.65,0,0
52,TRANSFER,23811.4,C1001413,19984.8,0,C1001101,191173.78,191173.78,1,0
53,TRANSFER,3007.12,C1000385,44155.44,41148.32,C1001240,48374.23,51381.35,0,0
53,PAYMENT,472.61,C1000075,13653.48,13180.87,M2000122,320316.8,320789.41,0,0
53,PAYMENT,981.92,C1001136,30577.96,29596.04,M2000299,309850.68,310832.6,0,0
53,TRANSFER,30001.46,C1000460,19767.19,0.0,C1000973,41922.06,41922.06,1,0
53,CASH_OUT,69.29,C1001233,14362.32,14293.03,C1001083,7026.79,7096.08,0,0
54,PAYMENT,534.54,C1000759,19090.6,18556.06,M2000009,332921.54,333456.08,0,0
54,CASH_IN,130.87,M2000205,110255.46,110124.59,C1001443,18769.26,18900.13,0,0
56,CASH_OUT,577.13,C1000835,3707.8,3130.67,C1000996,34781.2,35358.33,0,0
56,TRANSFER,606.99,C1000398,25544.17,24937.18,C1000659,47072.6,47679.59,0,0
56,PAYMENT,197.61,C1000460,19892.67,19695.06,M2000006,215385.82,215583.43,0,0
56,CASH_IN,41.88,M2000283,331415.93,331374.05,C1000221,5587.22,5629.1,0,0
56,CASH_IN,166.19,M2000291,458441.79,458275.6,C1001019,12621.58,12787.77,0,0
56,CASH_OUT,53.85,C1001038,40901.43,40847.58,C1000353,1306.59,1360.44,0,0
56,CASH_IN,1755.48,M2000185,363387.68,361632.2,C1000138,5909.3,7664.78,0,0
56,CASH_OUT,276.11,C1001204,6923.68,6647.57,C1001106,14736.23,15012.34,0,0
57,CASH_IN,1335.66,M2000007,72181.78,70846.12,C1001169,29473.95,30809.61,0,0
57,PAYMENT,230.0,C1000230,38302.15,38072.15,M2000204,258213.04,258443.04,0,0
57,PAYMENT,468.85,C1000035,39101.57,38632.72,M2000282,226227.28,226696.13,0,0
57,CASH_IN,985.85,M2000212,393306.45,392320.6,C1001491,50073.75,51059.6,0,0
57,CASH_OUT,152.46,C1000083,5985.03,5832.57,C1001295,48750.98,48903.44,0,0
57,CASH_OUT,163.71,C1000054,18380.04,18216.33,C1000202,36359.53,36523.24,0,0
57,PAYMENT,230.46,C1000347,2303.67,2073.21,M2000245,357200.11,357430.57,0,0
57,PAYMENT,1413.42,C1001254,31385.28,29971.86,M2000260,424478.53,425891.95,0,0
58,PAYMENT,322.84,C1001202,31486.62,31163.78,M2000211,182341.52,182664.36,0,0
58,CASH_OUT,666.69,C1000324,45341.99,44675.3,C1000668,10890.84,11557.53,0,0
58,CASH_IN,674.95,M2000153,82347.6,81672.65,C1001017,34608.62,35283.57,0,0
59,PAYMENT,157.34,C1001413,20957.68,20800.34,M2000193,16464.99,16622.33,0,0
59,CASH_OUT,4010.22,C1001471,6290.54,2280.32,C1001098,3214.66,7224.88,0,0
59,PAYMENT,950.46,C1000461,22478.59,21528.13,M2000199,205033.91,205984.37,0,0
59,PAYMENT,102.23,C1000515,14720.8,14618.57,M2000021,174024.59,174126.82,0,0
59,PAYMENT,409.14,C1000661,27082.36,26673.22,M2000129,166746.51,167155.65,0,0
60,PAYMENT,1024.21,C1001128,31815.32,30791.11,M2000189,203793.0,204817.21,0,0
60,CASH_OUT,308.99,C1001219,35343.42,35034.43,C1000234,2548.78,2857.77,0,0
60,CASH_OUT,54.68,C1000231,12872.24,12817.56,C1000723,11275.68,11330.36,0,0
60,CASH_OUT,284.87,C1000083,6168.38,5883.51,C1000606,18497.85,18782.72,0,0
60,TRANSFER,78.75,C1000212,32910.59,32831.84,C1000063,16559.26,16638.01,0,0
60,TRANSFER,25009.83,C1000495,23960.19,0,C1000149,14221.35,39231.18,0,0
61,CASH_OUT,12.04,C1000745,15780.61,15768.57,C1001011,45300.58,45312.62,0,0
61,DEBIT,450.26,C1000901,47229.86,46779.6,M2000143,380407.17,380857.43,0,0
61,CASH_OUT,1543.06,C1001387,2144.18,601.12,C1001048,46339.08,47882.14,0,0
