id,region,product,amount_cents
2145,North,Gizmo,923
2148,North,Gizmo,965
2182,North,Gadget,535
2188,North,Gizmo,690
2194,North,Gizmo,698
2196,North,Gadget,900
2203,North,Gizmo,971
2212,North,Gizmo,640
2216,North,Widget,891
2226,North,Gadget,727
2235,North,Gizmo,670
2245,North,Gizmo,800
2259,North,Gadget,807
2262,North,Doohickey,856
2268,North,Gizmo,993
2274,North,Gizmo,747
2275,North,Doohickey,921
2278,North,Widget,960
2285,North,Gadget,699
2298,North,Widget,565
2301,North,Doohickey,648
2302,North,Gizmo,669
2308,North,Gizmo,675
2317,North,Widget,666
2321,North,Gadget,791
2342,North,Gadget,586
2358,North,Gizmo,917
2360,North,Gadget,796
2361,North,Widget,560
2368,North,Doohickey,540
2369,North,Gadget,574
2375,North,Widget,736
2383,North,Widget,902
2388,North,Gadget,898
2389,North,Gadget,619
2391,North,Gizmo,743
2392,North,Widget,833
2394,North,Gadget,598
2396,North,Widget,949
2398,North,Gizmo,660
2400,North,Gadget,758
2411,North,Gadget,927
2413,North,Widget,698
2415,North,Doohickey,919
2423,North,Gizmo,844
2431,North,Doohickey,901
2432,North,Gadget,802
2433,North,Gadget,891
2443,North,Gadget,689
2445,North,Gizmo,663
2448,North,Gadget,541
2458,North,Gadget,626
2461,North,Widget,517
2473,North,Gizmo,767
2474,North,Doohickey,778
2483,North,Gizmo,918
2484,North,Gizmo,557
2493,North,Gizmo,805
2498,North,Gadget,546
2508,North,Gadget,531
2512,North,Doohickey,903
2542,North,Widget,888
2557,North,Gadget,933
2563,North,Widget,928
2564,North,Gadget,869
2585,North,Doohickey,948
2586,North,Gizmo,890
2589,North,Gadget,699
2604,North,Gadget,719
2606,North,Widget,745
2613,North,Doohickey,842
2620,North,Gizmo,951
2623,North,Gadget,592
2629,North,Doohickey,712
2645,North,Gizmo,852
2650,North,Doohickey,825
2653,North,Doohickey,947
2662,North,Widget,643
2664,North,Widget,642
2676,North,Gadget,697
2680,North,Gizmo,669
2681,North,Gadget,741
2684,North,Gizmo,747
2696,North,Gadget,635
2714,North,Widget,575
2721,North,Gadget,957
2725,North,Doohickey,587
2731,North,Gadget,985
2734,North,Gadget,871
2736,North,Gizmo,513
2762,North,Widget,901
2773,North,Widget,865
2774,North,Gizmo,729
2777,North,Widget,514
2782,North,Doohickey,519
2801,North,Widget,726
2806,North,Gizmo,800
2826,North,Doohickey,785
2834,North,Gadget,833
2836,North,Widget,627
2841,North,Gadget,905
2844,North,Doohickey,561
2847,North,Widget,801
2848,North,Widget,918
2850,North,Doohickey,676
2861,North,Widget,672
2866,North,Doohickey,844
2888,North,Gadget,922
2898,North,Gizmo,519
2901,North,Gadget,677
2912,North,Gadget,823
2921,North,Widget,636
2925,North,Doohickey,722
2928,North,Gadget,776
2947,North,Doohickey,540
2961,North,Widget,658
2962,North,Gizmo,641
2972,North,Gadget,589
2973,North,Widget,532
2974,North,Doohickey,599
2981,North,Gizmo,976
2982,North,Widget,856
2989,North,Widget,745
3003,North,Gizmo,805
3004,North,Doohickey,942
3012,North,Doohickey,993
3013,North,Doohickey,872
3015,North,Gizmo,802
3016,North,Doohickey,760
3017,North,Gadget,966
3020,North,Widget,877
3033,North,Doohickey,695
3048,North,Gizmo,903
3049,North,Widget,504
3052,North,Gizmo,955
3061,North,Gadget,669
3062,North,Widget,572
3067,North,Gizmo,953
3071,North,Widget,918
3085,North,Gadget,695
3093,North,Gizmo,784
3099,North,Gizmo,684
3134,North,Gadget,866
3144,North,Doohickey,521
3146,North,Widget,914
3152,North,Gadget,535
3154,North,Widget,905
3158,North,Gadget,988
3183,North,Doohickey,511
3188,North,Gadget,730
3192,North,Widget,529
3203,North,Gizmo,922
3206,North,Gadget,505
3220,North,Doohickey,562
3223,North,Widget,740
3224,North,Doohickey,507
3225,North,Gizmo,998
3226,North,Doohickey,976
3232,North,Gadget,594
3238,North,Doohickey,594
3256,North,Gadget,574
3258,North,Widget,936
3259,North,Gadget,630
3269,North,Gizmo,729
3275,North,Doohickey,919
3287,North,Gadget,612
3291,North,Gizmo,659
3295,North,Gadget,769
3296,North,Doohickey,596
3313,North,Gizmo,709
3314,North,Gadget,590
3320,North,Gadget,567
3342,North,Doohickey,548
3343,North,Widget,943
3348,North,Gizmo,710
3358,North,Gadget,824
3362,North,Gizmo,881
3372,North,Widget,853
3373,North,Doohickey,823
3375,North,Gizmo,891
3397,North,Gizmo,738
3399,North,Widget,852
3404,North,Widget,670
3406,North,Gadget,501
3414,North,Doohickey,619
3428,North,Widget,748
3434,North,Gizmo,952
3441,North,Widget,505
3443,North,Doohickey,878
3453,North,Gadget,653
3465,North,Gizmo,961
3469,North,Doohickey,515
3471,North,Gadget,710
3473,North,Widget,799
3486,North,Gizmo,556
3496,North,Widget,519
3502,North,Gizmo,994
3503,North,Gadget,734
3520,North,Gadget,621
3535,North,Gizmo,935
3542,North,Widget,604
3554,North,Gadget,922
3568,North,Widget,679
3574,North,Gadget,514
3592,North,Gadget,621
3594,North,Widget,565
3600,North,Widget,633
3602,North,Gadget,960
3605,North,Gadget,811
3608,North,Widget,877
3616,North,Gadget,570
3620,North,Widget,842
3638,North,Gadget,662
3650,North,Gizmo,650
3654,North,Doohickey,961
3662,North,Widget,589
3665,North,Gadget,644
3670,North,Doohickey,643
3679,North,Gizmo,801
3680,North,Gadget,710
3685,North,Doohickey,813
3687,North,Gadget,839
3696,North,Widget,632
3700,North,Doohickey,934
3701,North,Gadget,886
3707,North,Doohickey,852
3717,North,Gizmo,529
3719,North,Gadget,614
3723,North,Gadget,698
3724,North,Gadget,695
3727,North,Doohickey,601
3747,North,Gizmo,923
3748,North,Gadget,950
3755,North,Gadget,760
3756,North,Doohickey,640
3770,North,Widget,826
3777,North,Widget,797
3781,North,Gizmo,780
3790,North,Gizmo,841
3794,North,Gizmo,631
3798,North,Doohickey,958
3809,North,Widget,713
3810,North,Widget,858
3817,North,Widget,873
3824,North,Gadget,614
3828,North,Widget,768
3850,North,Widget,828
3858,North,Widget,600
3859,North,Widget,746
3866,North,Gadget,619
3880,North,Gadget,780
3883,North,Gizmo,688
3892,North,Doohickey,996
3895,North,Gadget,803
3898,North,Widget,932
3901,North,Gizmo,969
3920,North,Doohickey,763
3925,North,Doohickey,677
3943,North,Gizmo,819
3966,North,Widget,805
3971,North,Gadget,975
3998,North,Widget,932
4000,North,Widget,501
4004,North,Doohickey,968
4007,North,Gadget,986
4019,North,Gadget,799
4022,North,Gadget,611
4051,North,Gizmo,711
4053,North,Doohickey,664
4058,North,Gizmo,612
4060,North,Gizmo,592
4076,North,Doohickey,859
4082,North,Doohickey,964
4093,North,Gizmo,927
4128,North,Doohickey,758
4129,North,Widget,586
4131,North,Widget,986
4133,North,Gadget,652
4146,North,Gadget,983
4156,North,Gadget,538
4169,North,Doohickey,789
4174,North,Gizmo,594
4191,North,Doohickey,796
4198,North,Doohickey,805
4203,North,Gizmo,831
4210,North,Doohickey,564
4215,North,Widget,877
4217,North,Gizmo,818
4219,North,Gadget,783
4225,North,Gadget,769
4234,North,Doohickey,801
4237,North,Gizmo,891
4240,North,Gizmo,782
4244,North,Gadget,770
4263,North,Gadget,623
4264,North,Gadget,906
4269,North,Doohickey,983
4274,North,Widget,818
4276,North,Gadget,775
4282,North,Widget,792
4296,North,Doohickey,654
4302,North,Gizmo,537
4323,North,Widget,882
4326,North,Gizmo,927
4334,North,Gadget,939
4338,North,Gizmo,915
4341,North,Gizmo,555
4343,North,Gadget,591
4344,North,Widget,754
4355,North,Gadget,735
4365,North,Gizmo,974
4371,North,Widget,806
4398,North,Gadget,632
4412,North,Doohickey,669
4414,North,Doohickey,672
4418,North,Gadget,591
4419,North,Doohickey,615
4423,North,Doohickey,788
4429,North,Doohickey,977
4443,North,Widget,584
4452,North,Gizmo,569
4455,North,Doohickey,952
4457,North,Doohickey,641
4459,North,Widget,638
4465,North,Gizmo,819
4471,North,Gadget,844
4482,North,Gadget,857
4490,North,Widget,815
4501,North,Gadget,860
4505,North,Gadget,536
4507,North,Doohickey,716
4514,North,Gizmo,571
4516,North,Doohickey,603
4530,North,Gadget,951
4533,North,Widget,847
4535,North,Widget,877
4548,North,Widget,613
4570,North,Doohickey,643
4573,North,Widget,810
4577,North,Gizmo,692
4581,North,Doohickey,574
4598,North,Gadget,603
4599,North,Gizmo,874
4601,North,Gadget,599
4603,North,Doohickey,702
4604,North,Gizmo,723
4606,North,Gizmo,613
4609,North,Widget,769
4615,North,Gizmo,833
4626,North,Gadget,881
4637,North,Gizmo,660
4660,North,Doohickey,516
4667,North,Gizmo,519
4670,North,Doohickey,857
4685,North,Gizmo,671
4689,North,Doohickey,584
4690,North,Widget,816
4693,North,Gizmo,849
4705,North,Widget,598
4707,North,Gizmo,853
4712,North,Gizmo,684
4722,North,Doohickey,889
4730,North,Widget,556
4739,North,Widget,598
4740,North,Widget,572
4748,North,Doohickey,908
4751,North,Widget,784
4789,North,Gizmo,839
4798,North,Widget,643
4804,North,Widget,614
4806,North,Gadget,701
4807,North,Doohickey,691
4809,North,Gadget,695
4823,North,Doohickey,858
4831,North,Gizmo,940
4850,North,Gizmo,739
4872,North,Gadget,977
4873,North,Gadget,557
4883,North,Doohickey,603
4887,North,Widget,848
4902,North,Gadget,923
4903,North,Gadget,796
4907,North,Doohickey,646
4913,North,Widget,729
4919,North,Widget,811
4920,North,Widget,661
4940,North,Widget,634
4961,North,Widget,941
4964,North,Gadget,561
4974,North,Gadget,503
4978,North,Gizmo,665
4983,North,Doohickey,974
4994,North,Doohickey,720
4995,North,Widget,756
5001,North,Doohickey,505
5005,North,Widget,597
5015,North,Gadget,747
5032,North,Gadget,807
5034,North,Doohickey,944
5036,North,Doohickey,785
5039,North,Doohickey,754
5040,North,Gizmo,629
5047,North,Widget,884
5096,North,Gizmo,939
5111,North,Gadget,791
5118,North,Gadget,513
5123,North,Gizmo,921
5124,North,Gizmo,883
5125,North,Doohickey,825
5133,North,Doohickey,545
5135,North,Gadget,616
5143,North,Doohickey,581
5160,North,Gadget,823
5184,North,Gizmo,657
5185,North,Widget,757
5200,North,Doohickey,858
5203,North,Gadget,645
5206,North,Gadget,524
5208,North,Widget,712
5215,North,Doohickey,994
5220,North,Gadget,827
5222,North,Doohickey,675
5229,North,Gizmo,716
5230,North,Gadget,810
5234,North,Gizmo,611
5241,North,Doohickey,735
5243,North,Gadget,996
5260,North,Widget,660
5276,North,Doohickey,564
5287,North,Widget,535
5289,North,Gizmo,891
5303,North,Doohickey,868
5306,North,Gadget,509
5308,North,Gadget,674
5314,North,Gizmo,919
5322,North,Gizmo,681
5325,North,Widget,795
5326,North,Widget,748
5346,North,Doohickey,700
5350,North,Gadget,884
5351,North,Gizmo,885
5357,North,Gizmo,869
5370,North,Gizmo,638
5378,North,Doohickey,769
5379,North,Widget,764
5382,North,Gadget,902
5384,North,Gadget,639
5392,North,Widget,676
5394,North,Widget,680
5396,North,Widget,532
5399,North,Gadget,846
5406,North,Doohickey,566
5407,North,Gadget,588
5412,North,Doohickey,833
5421,North,Widget,514
5423,North,Widget,565
5434,North,Doohickey,919
5436,North,Widget,811
5437,North,Gizmo,957
5438,North,Gizmo,959
5440,North,Widget,871
5450,North,Doohickey,936
5459,North,Gizmo,864
5480,North,Doohickey,777
5487,North,Gadget,927
5490,North,Doohickey,612
5493,North,Widget,975
5494,North,Gizmo,714
5509,North,Gadget,988
5515,North,Doohickey,529
5524,North,Gadget,771
5548,North,Widget,915
5551,North,Gizmo,618
5555,North,Gadget,686
5557,North,Widget,852
5575,North,Doohickey,653
5578,North,Widget,731
5589,North,Gadget,894
5591,North,Doohickey,737
5610,North,Widget,950
5622,North,Gizmo,675
5625,North,Gadget,705
5639,North,Widget,956
5645,North,Gadget,652
5655,North,Widget,882
5664,North,Doohickey,562
5667,North,Gadget,921
5672,North,Doohickey,698
5687,North,Widget,896
5693,North,Gizmo,592
5703,North,Gadget,717
5736,North,Doohickey,609
5756,North,Doohickey,968
5770,North,Gizmo,901
5773,North,Gizmo,871
5786,North,Widget,858
5789,North,Widget,674
5792,North,Widget,587
5795,North,Widget,612
5804,North,Gadget,542
5812,North,Widget,611
5817,North,Gadget,956
5818,North,Widget,534
5823,North,Gizmo,692
5825,North,Widget,917
5828,North,Doohickey,756
5832,North,Widget,678
5842,North,Gadget,662
5844,North,Gadget,800
5853,North,Gadget,757
5854,North,Gadget,718
5860,North,Gizmo,789
5863,North,Gizmo,841
5876,North,Widget,567
5888,North,Gizmo,595
5890,North,Gizmo,545
5895,North,Gadget,660
5897,North,Widget,676
5900,North,Gizmo,678
5905,North,Gizmo,988
5912,North,Doohickey,747
5918,North,Doohickey,861
5927,North,Doohickey,780
5949,North,Gizmo,793
5961,North,Gizmo,742
5964,North,Doohickey,702
5969,North,Gadget,811
5970,North,Doohickey,605
5973,North,Gadget,713
5975,North,Gadget,555
5979,North,Widget,661
5981,North,Gizmo,582
5990,North,Gizmo,501
5995,North,Doohickey,932
5996,North,Gadget,906
6002,North,Gizmo,568
6014,North,Widget,898
6024,North,Gadget,942
6043,North,Widget,608
6058,North,Gadget,811
6064,North,Doohickey,910
6076,North,Gizmo,736
6086,North,Doohickey,955
6106,North,Doohickey,524
6127,North,Gadget,816
6129,North,Gadget,755
6139,North,Gadget,660
6142,North,Gadget,761
6149,North,Widget,730
6152,North,Gadget,576
6155,North,Gadget,619
6165,North,Widget,598
6172,North,Gizmo,529
6180,North,Widget,811
6181,North,Gadget,525
6192,North,Gizmo,657
6198,North,Doohickey,835
6201,North,Gadget,658
6204,North,Gadget,773
6216,North,Doohickey,886
6234,North,Widget,646
6254,North,Gadget,728
6268,North,Gadget,699
6286,North,Gizmo,914
6300,North,Gizmo,865
6303,North,Doohickey,972
6307,North,Doohickey,811
6318,North,Gizmo,549
6320,North,Gizmo,959
6328,North,Gadget,991
6329,North,Widget,658
6331,North,Widget,717
6334,North,Gadget,694
6342,North,Doohickey,803
6347,North,Doohickey,818
6362,North,Gadget,544
6386,North,Gizmo,748
6396,North,Gizmo,840
6416,North,Doohickey,546
6417,North,Gizmo,658
6423,North,Gadget,777
6424,North,Gadget,959
6431,North,Gizmo,940
6433,North,Gizmo,693
6446,North,Gadget,576
6450,North,Gadget,938
6453,North,Doohickey,822
6462,North,Gadget,832
6465,North,Widget,657
6467,North,Widget,677
6468,North,Gadget,838
6475,North,Doohickey,722
6483,North,Doohickey,940
6486,North,Gadget,923
6488,North,Gadget,704
6489,North,Widget,501
6495,North,Gadget,893
6498,North,Gizmo,539
6517,North,Widget,654
6524,North,Gadget,976
6535,North,Doohickey,992
6539,North,Gadget,699
6540,North,Gadget,858
6542,North,Gadget,902
6545,North,Widget,759
6552,North,Gizmo,955
6559,North,Gadget,560
6566,North,Gizmo,707
6584,North,Gadget,524
6586,North,Widget,915
6592,North,Doohickey,586
6606,North,Gizmo,765
6620,North,Gizmo,583
6659,North,Doohickey,981
6661,North,Doohickey,851
6662,North,Gadget,928
6663,North,Gizmo,795
6670,North,Doohickey,928
6681,North,Widget,707
6692,North,Gadget,972
6693,North,Gizmo,899
6700,North,Gadget,910
6702,North,Widget,691
6707,North,Gizmo,977
6715,North,Doohickey,534
6724,North,Gadget,777
6736,North,Gizmo,718
6737,North,Widget,520
6746,North,Doohickey,526
6749,North,Gizmo,878
6752,North,Widget,720
6756,North,Doohickey,919
6757,North,Widget,783
6758,North,Widget,742
6763,North,Widget,866
6771,North,Gadget,609
6772,North,Widget,774
6774,North,Widget,584
6778,North,Widget,594
6791,North,Widget,923
6795,North,Gadget,629
6798,North,Doohickey,675
6806,North,Gizmo,727
6809,North,Widget,782
6811,North,Gizmo,505
6818,North,Widget,641
6833,North,Doohickey,986
6837,North,Doohickey,706
6845,North,Doohickey,917
6846,North,Gizmo,869
6852,North,Doohickey,916
6861,North,Doohickey,507
6881,North,Gizmo,639
6896,North,Widget,626
6901,North,Widget,505
6912,North,Doohickey,554
6917,North,Gadget,767
6921,North,Gadget,687
6929,North,Widget,662
6933,North,Gadget,861
6938,North,Widget,822
6939,North,Gizmo,627
6954,North,Doohickey,571
6956,North,Gizmo,991
6978,North,Doohickey,731
6982,North,Gizmo,590
6987,North,Widget,712
6989,North,Gizmo,554
6998,North,Widget,996
7001,North,Gadget,564
7012,North,Doohickey,767
7017,North,Widget,827
7028,North,Gizmo,925
7033,North,Gadget,999
7037,North,Gizmo,507
7057,North,Gizmo,811
7069,North,Widget,742
7071,North,Gizmo,697
7072,North,Doohickey,697
7096,North,Widget,656
7099,North,Widget,985
7100,North,Widget,735
7104,North,Gadget,985
7122,North,Gadget,950
7130,North,Widget,640
7132,North,Doohickey,646
7140,North,Gadget,550
7154,North,Gizmo,736
7171,North,Doohickey,732
7177,North,Doohickey,939
7204,North,Widget,525
7227,North,Gadget,893
7229,North,Gizmo,888
7243,North,Widget,843
7253,North,Widget,819
7266,North,Gadget,709
7267,North,Gadget,684
7306,North,Gizmo,515
7308,North,Widget,961
7310,North,Gizmo,969
7323,North,Doohickey,699
7333,North,Widget,744
7334,North,Gizmo,969
7340,North,Widget,537
7346,North,Gadget,815
7354,North,Doohickey,919
7359,North,Gizmo,926
7368,North,Widget,840
7371,North,Doohickey,580
7377,North,Widget,721
7379,North,Gadget,902
7386,North,Gadget,638
7392,North,Widget,511
7393,North,Gizmo,718
7397,North,Doohickey,612
7399,North,Gizmo,885
7401,North,Gadget,918
7414,North,Gadget,932
7418,North,Widget,873
7419,North,Doohickey,782
7422,North,Doohickey,617
7425,North,Doohickey,689
7431,North,Gizmo,562
7433,North,Doohickey,694
7435,North,Gizmo,531
7442,North,Gizmo,624
7446,North,Widget,917
7453,North,Gadget,842
7466,North,Widget,574
7477,North,Gadget,914
7497,North,Doohickey,885
7498,North,Widget,679
7502,North,Doohickey,702
7506,North,Doohickey,867
7509,North,Doohickey,583
7512,North,Gadget,861
7518,North,Gizmo,590
7527,North,Doohickey,739
7532,North,Gizmo,540
7535,North,Gadget,627
7536,North,Gadget,571
7546,North,Gizmo,686
7550,North,Widget,515
7560,North,Doohickey,986
7566,North,Gadget,816
7569,North,Widget,798
7570,North,Gadget,521
7572,North,Doohickey,565
7591,North,Doohickey,876
7593,North,Gadget,702
7597,North,Widget,637
7600,North,Doohickey,759
7608,North,Widget,852
7622,North,Gizmo,806
7624,North,Gizmo,828
7625,North,Doohickey,811
7643,North,Gizmo,858
7645,North,Doohickey,652
7663,North,Doohickey,576
7667,North,Gadget,874
7676,North,Doohickey,903
7677,North,Widget,827
7678,North,Widget,780
7679,North,Gadget,759
7681,North,Widget,709
7699,North,Gizmo,710
7708,North,Widget,761
7721,North,Doohickey,703
7729,North,Gadget,554
7731,North,Doohickey,516
7733,North,Gadget,787
7734,North,Gadget,986
7749,North,Doohickey,521
7770,North,Widget,980
7773,North,Doohickey,966
7776,North,Doohickey,729
7787,North,Gizmo,767
7791,North,Gadget,807
7794,North,Gadget,778
7797,North,Doohickey,939
7803,North,Widget,602
7804,North,Widget,994
7805,North,Gizmo,768
7807,North,Gizmo,861
7812,North,Gizmo,726
7830,North,Gizmo,652
7836,North,Widget,778
7838,North,Widget,973
7846,North,Doohickey,777
7848,North,Gadget,856
7873,North,Widget,648
7875,North,Gizmo,844
7877,North,Doohickey,977
7889,North,Doohickey,534
7895,North,Gizmo,905
7900,North,Doohickey,839
7908,North,Gizmo,636
7924,North,Gadget,668
7929,North,Gizmo,763
7931,North,Gizmo,556
7948,North,Widget,914
7976,North,Gadget,596
7997,North,Widget,622
8005,North,Doohickey,584
8029,North,Gadget,780
8030,North,Gizmo,738
8050,North,Widget,969
8060,North,Gadget,577
8096,North,Doohickey,938
8113,North,Doohickey,725
8116,North,Doohickey,701
8117,North,Gadget,775
8123,North,Doohickey,681
8124,North,Doohickey,972
8125,North,Widget,884
8127,North,Widget,894
8148,North,Doohickey,910
8173,North,Widget,513
8176,North,Gizmo,533
8185,North,Widget,815
8191,North,Gadget,564
8195,North,Gizmo,951
8198,North,Widget,643
8201,North,Doohickey,629
8211,North,Widget,548
8219,North,Widget,933
8220,North,Gadget,663
8221,North,Widget,980
8235,North,Gizmo,961
8246,North,Widget,581
8248,North,Gadget,778
8250,North,Gizmo,583
8262,North,Doohickey,886
8266,North,Gizmo,623
8269,North,Doohickey,530
8270,North,Gadget,967
8276,North,Gadget,881
8280,North,Gadget,646
8292,North,Widget,868
8335,North,Gizmo,996
8347,North,Widget,923
8348,North,Gizmo,817
8354,North,Gizmo,880
8363,North,Gadget,694
8368,North,Widget,823
8375,North,Widget,775
8381,North,Gizmo,603
8387,North,Widget,683
8400,North,Gizmo,678
8408,North,Gizmo,981
8413,North,Gadget,800
8419,North,Widget,509
8423,North,Gizmo,576
8428,North,Gizmo,560
8440,North,Gizmo,661
8444,North,Gizmo,883
8445,North,Widget,980
8459,North,Gizmo,905
8467,North,Gadget,986
8494,North,Gadget,952
8495,North,Gadget,802
8507,North,Gizmo,994
8541,North,Doohickey,869
8547,North,Gadget,699
8552,North,Doohickey,886
8553,North,Gadget,990
8554,North,Gizmo,988
8566,North,Gadget,968
8573,North,Widget,764
8576,North,Doohickey,745
8579,North,Gadget,516
8580,North,Widget,534
8582,North,Doohickey,950
8584,North,Doohickey,889
8586,North,Gizmo,926
8592,North,Gadget,531
8608,North,Doohickey,982
8611,North,Gizmo,830
8617,North,Gadget,613
8626,North,Gadget,521
8633,North,Doohickey,922
8635,North,Doohickey,605
8636,North,Gizmo,562
8637,North,Widget,711
8640,North,Gadget,703
8641,North,Widget,793
8648,North,Gizmo,801
8666,North,Gizmo,853
8670,North,Doohickey,746
8676,North,Doohickey,684
8683,North,Gizmo,728
8688,North,Widget,550
8693,North,Gizmo,816
8700,North,Gizmo,519
8701,North,Gizmo,782
8720,North,Gadget,674
8722,North,Doohickey,645
8732,North,Doohickey,733
8743,North,Doohickey,539
8746,North,Gadget,852
8749,North,Widget,748
8750,North,Doohickey,941
8771,North,Widget,842
8773,North,Widget,671
8792,North,Doohickey,983
8795,North,Gadget,951
8805,North,Doohickey,840
8811,North,Doohickey,737
8823,North,Doohickey,816
8832,North,Widget,529
8876,North,Gadget,925
8897,North,Doohickey,580
8912,North,Doohickey,532
8920,North,Doohickey,984
8939,North,Gadget,644
8967,North,Gizmo,563
8987,North,Gizmo,716
8995,North,Widget,944
9010,North,Widget,974
9015,North,Gizmo,983
9022,North,Doohickey,546
9035,North,Gadget,835
9038,North,Widget,869
