id,region,product,amount_cents
494608,North,Gadget,723
494609,North,Widget,903
494612,North,Gadget,866
494615,North,Gadget,814
494623,North,Widget,890
494662,North,Doohickey,684
494664,North,Gizmo,864
494667,North,Gizmo,599
494670,North,Gadget,609
494672,North,Widget,735
494674,North,Widget,623
494684,North,Doohickey,788
494685,North,Doohickey,880
494693,North,Doohickey,991
494704,North,Gizmo,830
494705,North,Doohickey,669
494708,North,Doohickey,637
494724,North,Doohickey,866
494728,North,Doohickey,699
494730,North,Widget,781
494733,North,Doohickey,667
494737,North,Widget,849
494739,North,Widget,841
494758,North,Gadget,597
494763,North,Gizmo,861
494773,North,Doohickey,866
494775,North,Widget,991
494781,North,Gizmo,971
494840,North,Doohickey,871
494867,North,Doohickey,517
494869,North,Widget,607
494905,North,Doohickey,511
494907,North,Widget,595
494914,North,Gizmo,616
494915,North,Gizmo,725
494923,North,Gadget,961
494924,North,Widget,519
494930,North,Gizmo,759
494939,North,Widget,800
494947,North,Gizmo,709
494950,North,Gizmo,537
494960,North,Doohickey,601
494967,North,Gizmo,935
494975,North,Gadget,622
494984,North,Widget,585
494993,North,Gadget,924
494997,North,Widget,789
495025,North,Widget,802
495034,North,Doohickey,787
495038,North,Gadget,503
495042,North,Widget,810
495044,North,Widget,822
495046,North,Widget,930
495087,North,Widget,940
495092,North,Gadget,786
495103,North,Gizmo,983
495107,North,Widget,949
495116,North,Doohickey,813
495137,North,Gadget,952
495140,North,Doohickey,998
495145,North,Gizmo,918
495155,North,Gizmo,573
495160,North,Widget,957
495166,North,Gizmo,773
495177,North,Gizmo,985
495182,North,Doohickey,869
495188,North,Doohickey,627
495191,North,Doohickey,708
495201,North,Widget,606
495214,North,Widget,631
495230,North,Doohickey,537
495235,North,Gizmo,764
495241,North,Gadget,774
495243,North,Gizmo,760
495246,North,Gadget,507
495248,North,Gadget,574
495259,North,Doohickey,906
495273,North,Doohickey,952
495288,North,Doohickey,712
495294,North,Gadget,791
495298,North,Gadget,832
495301,North,Doohickey,911
495308,North,Gizmo,780
495342,North,Gizmo,915
495349,North,Gizmo,846
495352,North,Gizmo,802
495355,North,Gizmo,839
495368,North,Doohickey,986
495374,North,Gizmo,592
495382,North,Gadget,910
495398,North,Widget,983
495409,North,Doohickey,771
495414,North,Gizmo,898
495415,North,Gadget,652
495418,North,Widget,824
495425,North,Gizmo,791
495426,North,Doohickey,526
495431,North,Widget,596
495459,North,Doohickey,782
495461,North,Widget,865
495485,North,Widget,801
495492,North,Widget,753
495501,North,Widget,901
495509,North,Doohickey,598
495512,North,Doohickey,994
495513,North,Gadget,925
495519,North,Widget,739
495520,North,Widget,660
495536,North,Widget,556
495556,North,Widget,853
495560,North,Gadget,607
495561,North,Widget,524
495579,North,Widget,709
495581,North,Widget,559
495585,North,Widget,816
495588,North,Gizmo,651
495593,North,Doohickey,877
495597,North,Widget,655
495620,North,Gadget,872
495626,North,Gadget,948
495639,North,Gizmo,705
495653,North,Widget,775
495662,North,Gizmo,769
495663,North,Gizmo,768
495672,North,Doohickey,940
495678,North,Doohickey,653
495680,North,Widget,509
495684,North,Gizmo,712
495704,North,Doohickey,842
495718,North,Gizmo,851
495740,North,Widget,546
495758,North,Widget,585
495761,North,Gizmo,958
495770,North,Gadget,660
495793,North,Widget,584
495797,North,Doohickey,743
495802,North,Gadget,513
495815,North,Gizmo,926
495816,North,Gadget,616
495820,North,Doohickey,964
495861,North,Gadget,632
495880,North,Gizmo,964
495888,North,Gadget,676
495892,North,Gadget,967
495893,North,Gizmo,692
495925,North,Widget,677
495933,North,Widget,832
495949,North,Gadget,747
495961,North,Doohickey,569
495963,North,Doohickey,595
495964,North,Doohickey,698
495967,North,Gadget,593
495968,North,Widget,750
495981,North,Doohickey,724
495983,North,Gadget,869
495994,North,Gizmo,524
496009,North,Gadget,759
496010,North,Gizmo,605
496015,North,Doohickey,751
496023,North,Doohickey,800
496029,North,Doohickey,894
496033,North,Gizmo,956
496042,North,Widget,793
496050,North,Gadget,566
496056,North,Doohickey,919
496057,North,Doohickey,934
496066,North,Gadget,539
496071,North,Gizmo,687
496083,North,Gizmo,727
496097,North,Gadget,636
496110,North,Widget,885
496117,North,Gadget,733
496121,North,Gadget,723
496126,North,Doohickey,618
496127,North,Gadget,518
496130,North,Gadget,725
496131,North,Gadget,678
496136,North,Widget,952
496141,North,Doohickey,898
496145,North,Gizmo,667
496151,North,Doohickey,796
496154,North,Doohickey,512
496164,North,Widget,880
496169,North,Widget,957
496171,North,Gadget,922
496182,North,Doohickey,866
496189,North,Doohickey,805
496223,North,Widget,726
496228,North,Widget,681
496232,North,Doohickey,874
496236,North,Gadget,966
496254,North,Widget,541
496256,North,Widget,965
496263,North,Gizmo,847
496281,North,Gadget,675
496285,North,Gadget,893
496296,North,Widget,761
496300,North,Gadget,881
496322,North,Doohickey,861
496332,North,Gizmo,834
496333,North,Gadget,622
496341,North,Gadget,861
496346,North,Gadget,758
496348,North,Gizmo,902
496355,North,Gizmo,539
496366,North,Widget,948
496367,North,Gizmo,813
496371,North,Doohickey,827
496379,North,Doohickey,861
496381,North,Widget,871
496383,North,Gadget,958
496385,North,Gizmo,659
496390,North,Gizmo,682
496402,North,Widget,864
496403,North,Widget,735
496406,North,Doohickey,981
496408,North,Gadget,701
496410,North,Widget,865
496415,North,Doohickey,935
496417,North,Widget,582
496428,North,Widget,875
496434,North,Gizmo,909
496436,North,Gizmo,697
496459,North,Doohickey,956
496496,North,Gizmo,600
496498,North,Doohickey,761
496499,North,Doohickey,916
496503,North,Doohickey,509
496504,North,Gadget,551
496508,North,Gizmo,563
496519,North,Widget,605
496525,North,Gizmo,919
496531,North,Doohickey,819
496540,North,Gadget,542
496542,North,Gadget,679
496544,North,Gadget,891
496546,North,Widget,803
496552,North,Gadget,757
496553,North,Gadget,824
496562,North,Gadget,665
496586,North,Gizmo,927
496600,North,Gizmo,763
496605,North,Widget,730
496613,North,Doohickey,702
496614,North,Gadget,633
496617,North,Widget,988
496618,North,Widget,508
496647,North,Doohickey,672
496652,North,Doohickey,909
496668,North,Gizmo,874
496672,North,Widget,747
496677,North,Doohickey,913
496684,North,Gizmo,794
496687,North,Gadget,835
496692,North,Gadget,597
496700,North,Widget,983
496704,North,Widget,963
496715,North,Gadget,896
496726,North,Gadget,669
496733,North,Gizmo,632
496736,North,Doohickey,843
496738,North,Widget,780
496739,North,Doohickey,803
496756,North,Gizmo,968
496757,North,Widget,763
496762,North,Widget,957
496774,North,Doohickey,997
496779,North,Widget,869
496798,North,Gadget,859
496803,North,Gadget,611
496805,North,Gizmo,617
496813,North,Widget,575
496819,North,Gizmo,540
496824,North,Doohickey,522
496834,North,Gadget,541
496842,North,Gizmo,547
496846,North,Widget,757
496853,North,Widget,931
496869,North,Gadget,982
496896,North,Doohickey,886
496904,North,Gizmo,906
496906,North,Doohickey,740
496908,North,Gizmo,614
496923,North,Widget,814
496925,North,Gizmo,732
496946,North,Gadget,942
496954,North,Gizmo,674
496965,North,Widget,636
496972,North,Doohickey,999
496975,North,Doohickey,563
497015,North,Widget,712
497025,North,Gizmo,848
497033,North,Gizmo,898
497039,North,Gizmo,990
497044,North,Doohickey,768
497045,North,Gizmo,599
497048,North,Widget,521
497050,North,Gadget,787
497073,North,Doohickey,731
497082,North,Widget,872
497085,North,Gadget,901
497093,North,Widget,571
497100,North,Doohickey,707
497104,North,Gadget,604
497116,North,Gizmo,528
497129,North,Widget,973
497138,North,Gadget,737
497140,North,Doohickey,707
497146,North,Gadget,770
497147,North,Doohickey,808
497149,North,Doohickey,682
497175,North,Doohickey,902
497182,North,Doohickey,958
497186,North,Doohickey,538
497193,North,Doohickey,953
497217,North,Widget,597
497242,North,Gadget,903
497243,North,Gadget,832
497249,North,Gizmo,611
497258,North,Gizmo,861
497273,North,Gadget,625
497291,North,Gadget,842
497293,North,Doohickey,925
497296,North,Gizmo,749
497298,North,Gadget,883
497313,North,Doohickey,653
497315,North,Gizmo,504
497325,North,Gadget,533
497327,North,Doohickey,806
497335,North,Gadget,711
497336,North,Doohickey,761
497337,North,Doohickey,894
497342,North,Widget,968
497344,North,Widget,692
497349,North,Gizmo,644
497357,North,Gadget,813
497358,North,Gadget,813
497370,North,Doohickey,644
497386,North,Widget,939
497391,North,Gadget,993
497416,North,Doohickey,865
497420,North,Gizmo,797
497421,North,Widget,811
497436,North,Gizmo,775
497438,North,Widget,534
497439,North,Doohickey,591
497445,North,Gizmo,552
497449,North,Gizmo,509
497451,North,Gadget,534
497456,North,Doohickey,915
497469,North,Widget,615
497479,North,Gadget,805
497488,North,Doohickey,877
497489,North,Widget,697
497500,North,Gizmo,797
497521,North,Gadget,625
497523,North,Gizmo,896
497525,North,Widget,582
497526,North,Doohickey,657
497542,North,Gizmo,917
497565,North,Gizmo,840
497570,North,Doohickey,996
497574,North,Gadget,817
497580,North,Gadget,869
497601,North,Gadget,819
497606,North,Gizmo,798
497608,North,Gizmo,505
497610,North,Doohickey,692
497616,North,Gizmo,842
497630,North,Widget,947
497632,North,Gadget,561
497652,North,Widget,786
497655,North,Gizmo,900
497657,North,Gadget,579
497662,North,Gizmo,906
497663,North,Doohickey,741
497675,North,Widget,708
497681,North,Doohickey,956
497682,North,Gizmo,619
497685,North,Gadget,977
497690,North,Doohickey,830
497694,North,Doohickey,548
497698,North,Doohickey,971
497711,North,Widget,743
497715,North,Widget,748
497724,North,Widget,526
497727,North,Doohickey,884
497740,North,Doohickey,783
497763,North,Doohickey,562
497765,North,Doohickey,873
497786,North,Gizmo,884
497789,North,Gadget,856
497793,North,Gadget,986
497803,North,Widget,672
497810,North,Widget,903
497846,North,Gizmo,861
497848,North,Gadget,605
497853,North,Widget,940
497861,North,Widget,863
497862,North,Gadget,981
497863,North,Widget,956
497878,North,Widget,746
497890,North,Widget,591
497897,North,Widget,956
497904,North,Gadget,645
497919,North,Widget,760
497944,North,Doohickey,560
497948,North,Doohickey,946
497966,North,Widget,543
497974,North,Gizmo,944
497980,North,Doohickey,739
497983,North,Gizmo,664
497988,North,Gizmo,790
498008,North,Gadget,723
498011,North,Doohickey,982
498014,North,Widget,915
498017,North,Doohickey,778
498026,North,Widget,974
498034,North,Doohickey,504
498035,North,Gadget,522
498059,North,Widget,918
498062,North,Widget,544
498064,North,Doohickey,533
498069,North,Gadget,687
498071,North,Doohickey,810
498074,North,Widget,939
498078,North,Gizmo,626
498084,North,Widget,719
498085,North,Gadget,747
498091,North,Doohickey,666
498093,North,Widget,759
498095,North,Doohickey,546
498097,North,Doohickey,576
498099,North,Widget,898
498101,North,Gadget,799
498102,North,Gizmo,719
498114,North,Gizmo,504
498126,North,Doohickey,880
498137,North,Gadget,823
498143,North,Widget,581
498151,North,Gizmo,961
498156,North,Widget,961
498157,North,Doohickey,919
498170,North,Gadget,783
498186,North,Gizmo,982
498194,North,Widget,591
498200,North,Doohickey,852
498206,North,Widget,846
498208,North,Widget,668
498209,North,Doohickey,726
498216,North,Gadget,532
498231,North,Gizmo,774
498248,North,Gizmo,669
498258,North,Doohickey,966
498260,North,Gadget,901
498274,North,Gizmo,795
498309,North,Gizmo,974
498318,North,Gadget,620
498336,North,Widget,737
498360,North,Gadget,924
498386,North,Doohickey,575
498389,North,Gadget,994
498393,North,Doohickey,777
498396,North,Widget,933
498401,North,Gadget,511
498409,North,Gizmo,963
498412,North,Gadget,762
498415,North,Widget,764
498416,North,Gadget,743
498419,North,Gadget,847
498420,North,Gizmo,893
498422,North,Doohickey,977
498426,North,Doohickey,877
498431,North,Gizmo,899
498436,North,Widget,650
498438,North,Gadget,935
498471,North,Gizmo,610
498487,North,Doohickey,551
498497,North,Gizmo,852
498508,North,Widget,690
498518,North,Widget,790
498521,North,Widget,521
498527,North,Gadget,856
498529,North,Gadget,894
498531,North,Gadget,886
498534,North,Gadget,748
498535,North,Gadget,562
498544,North,Widget,575
498548,North,Doohickey,571
498549,North,Doohickey,921
498563,North,Gadget,923
498570,North,Doohickey,503
498580,North,Gizmo,566
498582,North,Widget,934
498609,North,Gizmo,797
498611,North,Widget,880
498614,North,Gadget,564
498633,North,Widget,613
498636,North,Gadget,963
498669,North,Gizmo,890
498681,North,Gizmo,833
498684,North,Gizmo,521
498694,North,Doohickey,822
498695,North,Gizmo,810
498696,North,Gadget,718
498724,North,Gadget,955
498737,North,Gizmo,774
498739,North,Gizmo,859
498741,North,Gadget,653
498756,North,Gadget,844
498762,North,Doohickey,856
498765,North,Widget,717
498773,North,Doohickey,928
498776,North,Gadget,891
498781,North,Gizmo,880
498791,North,Gadget,858
498794,North,Gadget,729
498806,North,Widget,553
498825,North,Widget,864
498833,North,Gizmo,999
498835,North,Doohickey,639
498844,North,Doohickey,982
498850,North,Gizmo,642
498855,North,Gadget,814
498857,North,Doohickey,795
498874,North,Widget,566
498878,North,Gadget,547
498885,North,Widget,844
498888,North,Widget,577
498893,North,Gadget,825
498894,North,Doohickey,805
498909,North,Gadget,699
498911,North,Widget,913
498944,North,Gizmo,836
498948,North,Widget,690
498951,North,Widget,615
498963,North,Gadget,706
498974,North,Doohickey,633
499012,North,Doohickey,827
499032,North,Gadget,584
499039,North,Gizmo,894
499045,North,Gizmo,653
499088,North,Gizmo,535
499110,North,Widget,953
499114,North,Widget,780
499115,North,Gadget,674
499118,North,Doohickey,709
499126,North,Doohickey,671
499132,North,Doohickey,835
499141,North,Doohickey,504
499150,North,Doohickey,850
499156,North,Gadget,641
499163,North,Gizmo,570
499167,North,Gizmo,636
499179,North,Gizmo,985
499183,North,Gadget,685
499189,North,Doohickey,961
499203,North,Doohickey,927
499213,North,Widget,949
499216,North,Widget,679
499241,North,Gadget,961
499242,North,Gadget,556
499246,North,Doohickey,642
499253,North,Doohickey,939
499267,North,Gadget,665
499280,North,Gadget,952
499299,North,Widget,520
499300,North,Widget,680
499317,North,Gadget,625
499320,North,Widget,605
499324,North,Doohickey,846
499330,North,Widget,894
